warmup,row_count,observed_count,exceed_count,exceed_rate,p_floor_share,opportunity_floor_share,mean_zeta,p95_zeta,mean_raw_weight,p95_raw_weight
False,9277,1970,696,0.07502425353023606,0.0,0.0,1.9383023232304104,5.476178860868684,9.357369579679489,28.288840432807486
True,524,109,0,0.0,0.0,0.0,0.6512198590733201,1.1923867393441159,3.4495310249960722,7.072551521970353
