window_block,risk_true_exceed_rate,obs_true_exceed_rate,p_floor_hit_rate,pi_floor_hit_rate,median_zeta,p95_zeta,p99_zeta,median_raw_weight,p95_raw_weight,p99_raw_weight
1,0.050332383665717,0.03803131991051454,0.0,0.0,0.7430402404152693,5.060080148683415,5.476178860868684,3.6189712372085485,19.62423087076322,28.288840432807486
2,0.20952380952380953,0.21333333333333335,0.0,0.0,0.9785097907626358,24.08780102853942,24.08780102853942,4.531303893419558,108.82885641829384,128.34527862694125
3,0.07122507122507123,0.06451612903225806,0.0,0.0,0.9395409485600948,4.356928237802839,4.416238771378181,4.538319637795416,22.23344226479326,23.638284584451462
4,0.0,0.0,0.0,0.0,0.9509939402180019,1.6783665972945125,1.9041396201689083,4.858601745196201,9.14978085552132,10.401314180924352
5,0.0,0.0,0.0,0.0,0.8190575822953264,1.2675305247362514,1.2675305247362514,3.541032874780502,6.052721618061699,6.841884920222759
