dataset,method,seed,comparison_class,RMSE_mu,Delta_group,Delta_c_s,paper_use
NSW-Traffic,Central-All,30011,NOT_COMPARABLE_CROSS_VINTAGE,0.9405040869885166,,,reference_only
NSW-Traffic,Central-All,30012,NOT_COMPARABLE_CROSS_VINTAGE,0.9672020423140983,,,reference_only
NSW-Traffic,Central-All,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9134110237430161,,,reference_only
NSW-Traffic,Central-All,30014,NOT_COMPARABLE_CROSS_VINTAGE,0.9437367468391247,,,reference_only
NSW-Traffic,Central-All,30015,NOT_COMPARABLE_CROSS_VINTAGE,0.9606312616531006,,,reference_only
NSW-Traffic,Central-All,30016,NOT_COMPARABLE_CROSS_VINTAGE,0.9471257311755429,,,reference_only
NSW-Traffic,Central-All,30017,NOT_COMPARABLE_CROSS_VINTAGE,0.9616015172991489,,,reference_only
NSW-Traffic,Central-All,30018,NOT_COMPARABLE_CROSS_VINTAGE,0.9534528933719821,,,reference_only
NSW-Traffic,Central-All,30019,NOT_COMPARABLE_CROSS_VINTAGE,0.9616734357572927,,,reference_only
NSW-Traffic,Central-All,30020,NOT_COMPARABLE_CROSS_VINTAGE,0.9412359649708401,,,reference_only
NSW-Traffic,Central-Delivered,30001,NOT_COMPARABLE_CROSS_VINTAGE,0.982733215252889,,,reference_only
NSW-Traffic,Central-Delivered,30002,NOT_COMPARABLE_CROSS_VINTAGE,0.9724244914879181,,,reference_only
NSW-Traffic,Central-Delivered,30003,NOT_COMPARABLE_CROSS_VINTAGE,0.9778619867101261,,,reference_only
NSW-Traffic,Central-Delivered,30004,NOT_COMPARABLE_CROSS_VINTAGE,0.9610036378651309,,,reference_only
NSW-Traffic,Central-Delivered,30005,NOT_COMPARABLE_CROSS_VINTAGE,0.9748239535576022,,,reference_only
NSW-Traffic,Central-Delivered,30006,NOT_COMPARABLE_CROSS_VINTAGE,0.9713067073415681,,,reference_only
NSW-Traffic,Central-Delivered,30007,NOT_COMPARABLE_CROSS_VINTAGE,0.9968519814063785,,,reference_only
NSW-Traffic,Central-Delivered,30008,NOT_COMPARABLE_CROSS_VINTAGE,0.970068338570251,,,reference_only
NSW-Traffic,Central-Delivered,30009,NOT_COMPARABLE_CROSS_VINTAGE,0.9489946134537913,,,reference_only
NSW-Traffic,Central-Delivered,30010,NOT_COMPARABLE_CROSS_VINTAGE,0.9795015086899262,,,reference_only
NSW-Traffic,Central-Delivered,30011,NOT_COMPARABLE_CROSS_VINTAGE,0.9795025654696741,,,reference_only
NSW-Traffic,Central-Delivered,30012,NOT_COMPARABLE_CROSS_VINTAGE,0.988025225723247,,,reference_only
NSW-Traffic,Central-Delivered,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9552446441416126,,,reference_only
NSW-Traffic,Central-Delivered,30014,NOT_COMPARABLE_CROSS_VINTAGE,0.9376937407235126,,,reference_only
NSW-Traffic,Central-Delivered,30015,NOT_COMPARABLE_CROSS_VINTAGE,1.0073726855531615,,,reference_only
NSW-Traffic,Central-Delivered,30016,NOT_COMPARABLE_CROSS_VINTAGE,0.9728009253429721,,,reference_only
NSW-Traffic,Central-Delivered,30017,NOT_COMPARABLE_CROSS_VINTAGE,0.9764921418965976,,,reference_only
NSW-Traffic,Central-Delivered,30018,NOT_COMPARABLE_CROSS_VINTAGE,0.9961008383681205,,,reference_only
NSW-Traffic,Central-Delivered,30019,NOT_COMPARABLE_CROSS_VINTAGE,0.9953998328108347,,,reference_only
NSW-Traffic,Central-Delivered,30020,NOT_COMPARABLE_CROSS_VINTAGE,0.9643007460901911,,,reference_only
NSW-Traffic,Debt-Cal,30001,NOT_COMPARABLE_CROSS_VINTAGE,1.0058247391729744,0.37359713016736884,0.48959128876630265,reference_only
NSW-Traffic,Debt-Cal,30002,NOT_COMPARABLE_CROSS_VINTAGE,1.004733373386476,0.3871387444854575,0.5112340680296809,reference_only
NSW-Traffic,Debt-Cal,30003,NOT_COMPARABLE_CROSS_VINTAGE,1.005287654177451,0.3757299395466337,0.5091720249115912,reference_only
NSW-Traffic,Debt-Cal,30004,NOT_COMPARABLE_CROSS_VINTAGE,1.0026598218553033,0.3782829578688709,0.5385644682397339,reference_only
NSW-Traffic,Debt-Cal,30005,NOT_COMPARABLE_CROSS_VINTAGE,1.0043934963890295,0.36544369583253067,0.5126672418911954,reference_only
NSW-Traffic,Debt-Cal,30006,NOT_COMPARABLE_CROSS_VINTAGE,1.001005319440371,0.3677693227561336,0.5223682704684987,reference_only
NSW-Traffic,Debt-Cal,30007,NOT_COMPARABLE_CROSS_VINTAGE,1.0051337921098389,0.3970582065730564,0.528804615172633,reference_only
NSW-Traffic,Debt-Cal,30008,NOT_COMPARABLE_CROSS_VINTAGE,1.0047697906502533,0.347877453794597,0.5135947889575982,reference_only
NSW-Traffic,Debt-Cal,30009,NOT_COMPARABLE_CROSS_VINTAGE,1.0045464674136462,0.3564728437826752,0.5088427294107827,reference_only
NSW-Traffic,Debt-Cal,30010,NOT_COMPARABLE_CROSS_VINTAGE,1.0051659044941972,0.3725325048490537,0.516638653114994,reference_only
NSW-Traffic,Debt-Cal,30011,NOT_COMPARABLE_CROSS_VINTAGE,1.0040569428177226,0.3759348270679067,0.5319316308084158,reference_only
NSW-Traffic,Debt-Cal,30012,NOT_COMPARABLE_CROSS_VINTAGE,1.0041940234499107,0.41523042047590375,0.5310808258175166,reference_only
NSW-Traffic,Debt-Cal,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9950237632010236,0.3684464073039939,0.5220973574246234,reference_only
NSW-Traffic,Debt-Cal,30014,NOT_COMPARABLE_CROSS_VINTAGE,1.0004953222705097,0.364441310048378,0.49898431489651607,reference_only
NSW-Traffic,Debt-Cal,30015,NOT_COMPARABLE_CROSS_VINTAGE,1.0036117014307981,0.3775551829702335,0.51787264501658,reference_only
NSW-Traffic,Debt-Cal,30016,NOT_COMPARABLE_CROSS_VINTAGE,1.0050019786325843,0.37414367731569775,0.5042544249008619,reference_only
NSW-Traffic,Debt-Cal,30017,NOT_COMPARABLE_CROSS_VINTAGE,1.0046526194225962,0.3467026573971065,0.48798958839972073,reference_only
NSW-Traffic,Debt-Cal,30018,NOT_COMPARABLE_CROSS_VINTAGE,1.0008015769110359,0.40441671165838283,0.5550978138048979,reference_only
NSW-Traffic,Debt-Cal,30019,NOT_COMPARABLE_CROSS_VINTAGE,1.004816102011206,0.37577016623674253,0.5220126624154228,reference_only
NSW-Traffic,Debt-Cal,30020,NOT_COMPARABLE_CROSS_VINTAGE,1.0033384129457978,0.35303469532833387,0.49241291105390944,reference_only
NSW-Traffic,Inst-Cal,30001,NOT_COMPARABLE_CROSS_VINTAGE,1.0057480446924638,0.3512505489739548,0.4680589712472652,reference_only
NSW-Traffic,Inst-Cal,30002,NOT_COMPARABLE_CROSS_VINTAGE,1.004995007012492,0.37135496083626657,0.49051920281111344,reference_only
NSW-Traffic,Inst-Cal,30003,NOT_COMPARABLE_CROSS_VINTAGE,1.0053941234487205,0.36616471179527205,0.48851794815768407,reference_only
NSW-Traffic,Inst-Cal,30004,NOT_COMPARABLE_CROSS_VINTAGE,1.0023901797186319,0.36443998337871497,0.5136762710554602,reference_only
NSW-Traffic,Inst-Cal,30005,NOT_COMPARABLE_CROSS_VINTAGE,1.004334657126584,0.35141367888710173,0.4971409248664531,reference_only
NSW-Traffic,Inst-Cal,30006,NOT_COMPARABLE_CROSS_VINTAGE,1.001433514412909,0.35456177344873774,0.497954611833086,reference_only
NSW-Traffic,Inst-Cal,30007,NOT_COMPARABLE_CROSS_VINTAGE,1.005032191625929,0.385156248223519,0.5119287383457365,reference_only
NSW-Traffic,Inst-Cal,30008,NOT_COMPARABLE_CROSS_VINTAGE,1.004806469993643,0.33954788806463865,0.5001241253815655,reference_only
NSW-Traffic,Inst-Cal,30009,NOT_COMPARABLE_CROSS_VINTAGE,1.0041039671782273,0.34796021517339526,0.5042305827009033,reference_only
NSW-Traffic,Inst-Cal,30010,NOT_COMPARABLE_CROSS_VINTAGE,1.005300131930479,0.36429464745842544,0.4995795338254911,reference_only
NSW-Traffic,Inst-Cal,30011,NOT_COMPARABLE_CROSS_VINTAGE,1.0035982969951067,0.3725411538548411,0.5176803334608945,reference_only
NSW-Traffic,Inst-Cal,30012,NOT_COMPARABLE_CROSS_VINTAGE,1.004231281517691,0.3949413221618704,0.5128163965898423,reference_only
NSW-Traffic,Inst-Cal,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9951757280822272,0.3557964994027469,0.5110783697363368,reference_only
NSW-Traffic,Inst-Cal,30014,NOT_COMPARABLE_CROSS_VINTAGE,1.0006810701514959,0.36937553590702443,0.49284707735709793,reference_only
NSW-Traffic,Inst-Cal,30015,NOT_COMPARABLE_CROSS_VINTAGE,1.0040043454753023,0.3629556882481789,0.495894988547978,reference_only
NSW-Traffic,Inst-Cal,30016,NOT_COMPARABLE_CROSS_VINTAGE,1.0051217727819515,0.36027272582057973,0.4863059070863276,reference_only
NSW-Traffic,Inst-Cal,30017,NOT_COMPARABLE_CROSS_VINTAGE,1.004609958793513,0.3283934666717653,0.47162357128207044,reference_only
NSW-Traffic,Inst-Cal,30018,NOT_COMPARABLE_CROSS_VINTAGE,1.00094033857259,0.3954527076814011,0.5348309357692125,reference_only
NSW-Traffic,Inst-Cal,30019,NOT_COMPARABLE_CROSS_VINTAGE,1.0046928295161912,0.36009107184104805,0.5021603000409957,reference_only
NSW-Traffic,Inst-Cal,30020,NOT_COMPARABLE_CROSS_VINTAGE,1.003030205516693,0.3509707908620716,0.4791902522615932,reference_only
NSW-Traffic,Local-Hajek,30001,NOT_COMPARABLE_CROSS_VINTAGE,1.0055697313116085,0.35980081669107855,0.47973929903628026,reference_only
NSW-Traffic,Local-Hajek,30002,NOT_COMPARABLE_CROSS_VINTAGE,1.0054319882459515,0.37284605408781335,0.4982618112276548,reference_only
NSW-Traffic,Local-Hajek,30003,NOT_COMPARABLE_CROSS_VINTAGE,1.0051538422975739,0.37335432440608207,0.4980965937379332,reference_only
NSW-Traffic,Local-Hajek,30004,NOT_COMPARABLE_CROSS_VINTAGE,1.002285003967803,0.3543141444129654,0.5121911855066816,reference_only
NSW-Traffic,Local-Hajek,30005,NOT_COMPARABLE_CROSS_VINTAGE,1.0042792540874637,0.3630869013847038,0.5072656189079126,reference_only
NSW-Traffic,Local-Hajek,30006,NOT_COMPARABLE_CROSS_VINTAGE,1.002369897919334,0.35964918207209334,0.4962554450496694,reference_only
NSW-Traffic,Local-Hajek,30007,NOT_COMPARABLE_CROSS_VINTAGE,1.0049126928774879,0.3870497551390705,0.5288706311963147,reference_only
NSW-Traffic,Local-Hajek,30008,NOT_COMPARABLE_CROSS_VINTAGE,1.0047540160800128,0.3498655413654323,0.514110163434548,reference_only
NSW-Traffic,Local-Hajek,30009,NOT_COMPARABLE_CROSS_VINTAGE,1.003773203141749,0.3590286687752964,0.5218036069766241,reference_only
NSW-Traffic,Local-Hajek,30010,NOT_COMPARABLE_CROSS_VINTAGE,1.0053198115036894,0.3765548373313047,0.5068900390672038,reference_only
NSW-Traffic,Local-Hajek,30011,NOT_COMPARABLE_CROSS_VINTAGE,1.0034406218362528,0.3860195749186397,0.5271969526363902,reference_only
NSW-Traffic,Local-Hajek,30012,NOT_COMPARABLE_CROSS_VINTAGE,1.0042178847312373,0.3916081508270479,0.5203871575739325,reference_only
NSW-Traffic,Local-Hajek,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9950908934430216,0.3607799099466892,0.5224158062115543,reference_only
NSW-Traffic,Local-Hajek,30014,NOT_COMPARABLE_CROSS_VINTAGE,1.0009036761803014,0.39119342736732204,0.5123520279308535,reference_only
NSW-Traffic,Local-Hajek,30015,NOT_COMPARABLE_CROSS_VINTAGE,1.004446117320901,0.36730308923519117,0.5013668825426076,reference_only
NSW-Traffic,Local-Hajek,30016,NOT_COMPARABLE_CROSS_VINTAGE,1.0050215283851556,0.36164388086445953,0.4871013855790137,reference_only
NSW-Traffic,Local-Hajek,30017,NOT_COMPARABLE_CROSS_VINTAGE,1.0045479949284883,0.33037012345498995,0.48644834336345383,reference_only
NSW-Traffic,Local-Hajek,30018,NOT_COMPARABLE_CROSS_VINTAGE,1.0009316870795701,0.3987049988637206,0.5380113528548341,reference_only
NSW-Traffic,Local-Hajek,30019,NOT_COMPARABLE_CROSS_VINTAGE,1.004544734148191,0.36453574405197203,0.5033709441854505,reference_only
NSW-Traffic,Local-Hajek,30020,NOT_COMPARABLE_CROSS_VINTAGE,1.0028245254104717,0.35876120266868683,0.48936069918727115,reference_only
NSW-Traffic,RAVEN-SimOracle,30001,NOT_COMPARABLE_CROSS_VINTAGE,1.00575410524849,0.3517633316794925,0.4694978059346506,reference_only
NSW-Traffic,RAVEN-SimOracle,30002,NOT_COMPARABLE_CROSS_VINTAGE,1.0049917344051205,0.3708785256693581,0.489874384951381,reference_only
NSW-Traffic,RAVEN-SimOracle,30003,NOT_COMPARABLE_CROSS_VINTAGE,1.0053806297587806,0.3645554676886991,0.48849588603222804,reference_only
NSW-Traffic,RAVEN-SimOracle,30004,NOT_COMPARABLE_CROSS_VINTAGE,1.002382522753316,0.3627616956689148,0.5120531822284895,reference_only
NSW-Traffic,RAVEN-SimOracle,30005,NOT_COMPARABLE_CROSS_VINTAGE,1.004324906261934,0.35103871402693143,0.4961755367686375,reference_only
NSW-Traffic,RAVEN-SimOracle,30006,NOT_COMPARABLE_CROSS_VINTAGE,1.0014216645663105,0.3533610278929161,0.497122790552603,reference_only
NSW-Traffic,RAVEN-SimOracle,30007,NOT_COMPARABLE_CROSS_VINTAGE,1.0050318304655408,0.38384022008129054,0.5112955488372919,reference_only
NSW-Traffic,RAVEN-SimOracle,30008,NOT_COMPARABLE_CROSS_VINTAGE,1.0047888490464834,0.33786338030573027,0.49844765357836407,reference_only
NSW-Traffic,RAVEN-SimOracle,30009,NOT_COMPARABLE_CROSS_VINTAGE,1.0041125241795326,0.34690243741219107,0.5034198770791847,reference_only
NSW-Traffic,RAVEN-SimOracle,30010,NOT_COMPARABLE_CROSS_VINTAGE,1.0052839284691821,0.36319157902281785,0.49895449710698475,reference_only
NSW-Traffic,RAVEN-SimOracle,30011,NOT_COMPARABLE_CROSS_VINTAGE,1.003627045289724,0.37257801529489676,0.5184212792647109,reference_only
NSW-Traffic,RAVEN-SimOracle,30012,NOT_COMPARABLE_CROSS_VINTAGE,1.0042256153237936,0.39425987739036267,0.5119017717313727,reference_only
NSW-Traffic,RAVEN-SimOracle,30013,NOT_COMPARABLE_CROSS_VINTAGE,0.9951729641143807,0.35562777344101015,0.5110283688042061,reference_only
NSW-Traffic,RAVEN-SimOracle,30014,NOT_COMPARABLE_CROSS_VINTAGE,1.0006823241537466,0.3682279608283892,0.4924508265984367,reference_only
NSW-Traffic,RAVEN-SimOracle,30015,NOT_COMPARABLE_CROSS_VINTAGE,1.0039982237860887,0.36148442686010007,0.4950440496286371,reference_only
NSW-Traffic,RAVEN-SimOracle,30016,NOT_COMPARABLE_CROSS_VINTAGE,1.0051350424931527,0.3585703365080065,0.4850532109632137,reference_only
NSW-Traffic,RAVEN-SimOracle,30017,NOT_COMPARABLE_CROSS_VINTAGE,1.0046108816131862,0.3263466848863795,0.47016132305743397,reference_only
NSW-Traffic,RAVEN-SimOracle,30018,NOT_COMPARABLE_CROSS_VINTAGE,1.000911119120074,0.3940847601796038,0.5347349964126988,reference_only
NSW-Traffic,RAVEN-SimOracle,30019,NOT_COMPARABLE_CROSS_VINTAGE,1.0046786119773536,0.35873886900163166,0.5008443219009059,reference_only
NSW-Traffic,RAVEN-SimOracle,30020,NOT_COMPARABLE_CROSS_VINTAGE,1.003036774318677,0.3498630277891438,0.47796688367624934,reference_only
U-Air,Central-All,30001,SCI_COMPARABLE_MAIN,1.0872015119577474,,,main
U-Air,Central-All,30002,SCI_COMPARABLE_MAIN,1.0562606314188165,,,main
U-Air,Central-All,30003,SCI_COMPARABLE_MAIN,1.0082967960856013,,,main
U-Air,Central-All,30004,SCI_COMPARABLE_MAIN,1.0307053149539547,,,main
U-Air,Central-All,30005,SCI_COMPARABLE_MAIN,1.0545532465997862,,,main
U-Air,Central-All,30006,SCI_COMPARABLE_MAIN,1.0056082722998898,,,main
U-Air,Central-All,30007,SCI_COMPARABLE_MAIN,1.0633755395783444,,,main
U-Air,Central-All,30008,SCI_COMPARABLE_MAIN,1.1192113992532249,,,main
U-Air,Central-All,30009,SCI_COMPARABLE_MAIN,1.042494340536626,,,main
U-Air,Central-All,30010,SCI_COMPARABLE_MAIN,1.0549587173447246,,,main
U-Air,Central-All,30011,SCI_COMPARABLE_MAIN,1.1729000788207107,,,main
U-Air,Central-All,30012,SCI_COMPARABLE_MAIN,1.0467709768126028,,,main
U-Air,Central-All,30013,SCI_COMPARABLE_MAIN,1.029947688978357,,,main
U-Air,Central-All,30014,SCI_COMPARABLE_MAIN,1.129136370937662,,,main
U-Air,Central-All,30015,SCI_COMPARABLE_MAIN,1.062404737011797,,,main
U-Air,Central-All,30016,SCI_COMPARABLE_MAIN,1.0207326330376567,,,main
U-Air,Central-All,30017,SCI_COMPARABLE_MAIN,1.0213491978934013,,,main
U-Air,Central-All,30018,SCI_COMPARABLE_MAIN,1.1620776825164334,,,main
U-Air,Central-All,30019,SCI_COMPARABLE_MAIN,1.0075252918912094,,,main
U-Air,Central-All,30020,SCI_COMPARABLE_MAIN,0.9359079415437247,,,main
U-Air,Central-Delivered,30001,SCI_COMPARABLE_MAIN,1.327415800209486,,,main
U-Air,Central-Delivered,30002,SCI_COMPARABLE_MAIN,1.1196045403422177,,,main
U-Air,Central-Delivered,30003,SCI_COMPARABLE_MAIN,1.1036580513203382,,,main
U-Air,Central-Delivered,30004,SCI_COMPARABLE_MAIN,1.1815863921140497,,,main
U-Air,Central-Delivered,30005,SCI_COMPARABLE_MAIN,1.1356030434014857,,,main
U-Air,Central-Delivered,30006,SCI_COMPARABLE_MAIN,1.1138818101029482,,,main
U-Air,Central-Delivered,30007,SCI_COMPARABLE_MAIN,1.1501236758685647,,,main
U-Air,Central-Delivered,30008,SCI_COMPARABLE_MAIN,0.999738700188794,,,main
U-Air,Central-Delivered,30009,SCI_COMPARABLE_MAIN,1.2241605899223322,,,main
U-Air,Central-Delivered,30010,SCI_COMPARABLE_MAIN,1.117615597847526,,,main
U-Air,Central-Delivered,30011,SCI_COMPARABLE_MAIN,1.4087317479532686,,,main
U-Air,Central-Delivered,30012,SCI_COMPARABLE_MAIN,1.0566519638039589,,,main
U-Air,Central-Delivered,30013,SCI_COMPARABLE_MAIN,1.1426496912164286,,,main
U-Air,Central-Delivered,30014,SCI_COMPARABLE_MAIN,1.3517861978362347,,,main
U-Air,Central-Delivered,30015,SCI_COMPARABLE_MAIN,1.2128963085760764,,,main
U-Air,Central-Delivered,30016,SCI_COMPARABLE_MAIN,1.112362772000249,,,main
U-Air,Central-Delivered,30017,SCI_COMPARABLE_MAIN,1.2143044212415797,,,main
U-Air,Central-Delivered,30018,SCI_COMPARABLE_MAIN,1.1880704287859774,,,main
U-Air,Central-Delivered,30019,SCI_COMPARABLE_MAIN,1.1977342607759849,,,main
U-Air,Central-Delivered,30020,SCI_COMPARABLE_MAIN,1.2045337901375788,,,main
U-Air,Debt-Cal,30001,SCI_COMPARABLE_MAIN,1.2046684237735026,1.0976980146713262,1.2384816534684695,main
U-Air,Debt-Cal,30002,SCI_COMPARABLE_MAIN,1.1638664039047577,1.1385528026815077,1.277466065148501,main
U-Air,Debt-Cal,30003,SCI_COMPARABLE_MAIN,1.1563654455627905,1.065348858875778,1.2124267145814156,main
U-Air,Debt-Cal,30004,SCI_COMPARABLE_MAIN,1.2357492731617359,1.1259703256154272,1.2653111253821616,main
U-Air,Debt-Cal,30005,SCI_COMPARABLE_MAIN,1.038949014104803,1.1143778033557976,1.2615617266854193,main
U-Air,Debt-Cal,30006,SCI_COMPARABLE_MAIN,1.2795047823122627,1.1592130781459362,1.297842811350958,main
U-Air,Debt-Cal,30007,SCI_COMPARABLE_MAIN,1.1443603420506454,1.079811443502294,1.2318231190345568,main
U-Air,Debt-Cal,30008,SCI_COMPARABLE_MAIN,1.1465167967360246,1.1271978601337682,1.217400444812075,main
U-Air,Debt-Cal,30009,SCI_COMPARABLE_MAIN,1.2188407311223484,1.063409733258379,1.189667818568435,main
U-Air,Debt-Cal,30010,SCI_COMPARABLE_MAIN,1.1977618636710319,1.080770781476889,1.2580492210903613,main
U-Air,Debt-Cal,30011,SCI_COMPARABLE_MAIN,1.1833380390315764,1.1588589148192971,1.2665949593264267,main
U-Air,Debt-Cal,30012,SCI_COMPARABLE_MAIN,1.2771724285872175,1.0097648093346399,1.1877881950749702,main
U-Air,Debt-Cal,30013,SCI_COMPARABLE_MAIN,1.2284788682289685,1.117364877025512,1.2440291002443402,main
U-Air,Debt-Cal,30014,SCI_COMPARABLE_MAIN,1.1073723210255382,1.0939661863100572,1.2258702447636658,main
U-Air,Debt-Cal,30015,SCI_COMPARABLE_MAIN,1.1707615295039573,1.0592913982780348,1.2170867145089161,main
U-Air,Debt-Cal,30016,SCI_COMPARABLE_MAIN,1.1644618391293844,1.033590126641407,1.2258891755064774,main
U-Air,Debt-Cal,30017,SCI_COMPARABLE_MAIN,1.2710084082776063,1.0303967122074602,1.1919171063279828,main
U-Air,Debt-Cal,30018,SCI_COMPARABLE_MAIN,1.1242410101389166,1.0858098125698044,1.2505052634222174,main
U-Air,Debt-Cal,30019,SCI_COMPARABLE_MAIN,1.1687518449181902,1.137381721926694,1.2660667388379925,main
U-Air,Debt-Cal,30020,SCI_COMPARABLE_MAIN,1.30419434330037,1.1732450711095728,1.2742648170492983,main
U-Air,FedAsync-Window,30001,SCI_COMPARABLE_MAIN,1.2104832547499487,1.1147748895438334,1.2490215812968426,main
U-Air,FedAsync-Window,30002,SCI_COMPARABLE_MAIN,1.1492679228748912,1.1557183399916002,1.2945606276500687,main
U-Air,FedAsync-Window,30003,SCI_COMPARABLE_MAIN,1.1606770658974113,1.082015697202814,1.2363182683425156,main
U-Air,FedAsync-Window,30004,SCI_COMPARABLE_MAIN,1.229705002313875,1.1329508851398176,1.280729549817895,main
U-Air,FedAsync-Window,30005,SCI_COMPARABLE_MAIN,1.052452227197689,1.1198972738332256,1.253353397662857,main
U-Air,FedAsync-Window,30006,SCI_COMPARABLE_MAIN,1.2858644723078287,1.196766603909283,1.3261412911327006,main
U-Air,FedAsync-Window,30007,SCI_COMPARABLE_MAIN,1.1456207513485255,1.1210378053732493,1.2568511984088926,main
U-Air,FedAsync-Window,30008,SCI_COMPARABLE_MAIN,1.146271548628807,1.1361835461940357,1.2217826691958646,main
U-Air,FedAsync-Window,30009,SCI_COMPARABLE_MAIN,1.240757559332276,1.1074288582251872,1.2404441083290298,main
U-Air,FedAsync-Window,30010,SCI_COMPARABLE_MAIN,1.1999462581628906,1.095663981909681,1.2835396630801452,main
U-Air,FedAsync-Window,30011,SCI_COMPARABLE_MAIN,1.1394864716286106,1.1826466315090598,1.2864955678384957,main
U-Air,FedAsync-Window,30012,SCI_COMPARABLE_MAIN,1.2755084658093414,1.0423709545396056,1.2179183722549016,main
U-Air,FedAsync-Window,30013,SCI_COMPARABLE_MAIN,1.2230062886569633,1.1582107609314978,1.2861341689126948,main
U-Air,FedAsync-Window,30014,SCI_COMPARABLE_MAIN,1.113113748967413,1.1155425585412009,1.2414585779501133,main
U-Air,FedAsync-Window,30015,SCI_COMPARABLE_MAIN,1.179492166467132,1.0867280135319524,1.2349337713218587,main
U-Air,FedAsync-Window,30016,SCI_COMPARABLE_MAIN,1.1669128570592848,1.0842480689572827,1.2625469360955863,main
U-Air,FedAsync-Window,30017,SCI_COMPARABLE_MAIN,1.2565820182627332,1.0616032052546753,1.2072864393603684,main
U-Air,FedAsync-Window,30018,SCI_COMPARABLE_MAIN,1.1226655702758204,1.1056438924104612,1.275889034391665,main
U-Air,FedAsync-Window,30019,SCI_COMPARABLE_MAIN,1.1622769666720667,1.1701768863281772,1.296370840201623,main
U-Air,FedAsync-Window,30020,SCI_COMPARABLE_MAIN,1.3054982157494621,1.176168074119779,1.2869316638339336,main
U-Air,FedAvg-Window,30001,SCI_COMPARABLE_MAIN,1.210848485707097,1.1131258678428484,1.2480410574750196,main
U-Air,FedAvg-Window,30002,SCI_COMPARABLE_MAIN,1.148046894011529,1.1569223985890646,1.2954327643006889,main
U-Air,FedAvg-Window,30003,SCI_COMPARABLE_MAIN,1.161194237008301,1.080989290037921,1.2356185330009406,main
U-Air,FedAvg-Window,30004,SCI_COMPARABLE_MAIN,1.228098027590181,1.1319057602076465,1.2786177783482366,main
U-Air,FedAvg-Window,30005,SCI_COMPARABLE_MAIN,1.0514352825452589,1.1195898316146127,1.2558402953784535,main
U-Air,FedAvg-Window,30006,SCI_COMPARABLE_MAIN,1.2856115928072611,1.1951358777035557,1.3261103949373023,main
U-Air,FedAvg-Window,30007,SCI_COMPARABLE_MAIN,1.145169945124245,1.1215154237795741,1.2564168912848157,main
U-Air,FedAvg-Window,30008,SCI_COMPARABLE_MAIN,1.1454328421481683,1.1361964660077861,1.2222044666923373,main
U-Air,FedAvg-Window,30009,SCI_COMPARABLE_MAIN,1.2399037087522033,1.1069862483777573,1.2403882150344414,main
U-Air,FedAvg-Window,30010,SCI_COMPARABLE_MAIN,1.1995863606376442,1.0954211643023755,1.283189915172376,main
U-Air,FedAvg-Window,30011,SCI_COMPARABLE_MAIN,1.1397307099841747,1.1814603748566008,1.2856964781493083,main
U-Air,FedAvg-Window,30012,SCI_COMPARABLE_MAIN,1.2767280324504147,1.0400328137817878,1.2182565725223642,main
U-Air,FedAvg-Window,30013,SCI_COMPARABLE_MAIN,1.2226165037335681,1.157981847525872,1.287803650460883,main
U-Air,FedAvg-Window,30014,SCI_COMPARABLE_MAIN,1.113622623069171,1.116756954354068,1.2438093476384264,main
U-Air,FedAvg-Window,30015,SCI_COMPARABLE_MAIN,1.1799038227524796,1.0868882899071572,1.2354800838574422,main
U-Air,FedAvg-Window,30016,SCI_COMPARABLE_MAIN,1.1675261739713565,1.082762178627883,1.262795827307481,main
U-Air,FedAvg-Window,30017,SCI_COMPARABLE_MAIN,1.2575098519652441,1.0610427765755956,1.2071196571462317,main
U-Air,FedAvg-Window,30018,SCI_COMPARABLE_MAIN,1.1236196178023923,1.1049589961770867,1.2762131582192624,main
U-Air,FedAvg-Window,30019,SCI_COMPARABLE_MAIN,1.1626236903531288,1.1709545629024762,1.2962672355842697,main
U-Air,FedAvg-Window,30020,SCI_COMPARABLE_MAIN,1.3055460107470265,1.174604458135455,1.2873293971676723,main
U-Air,TimeAlign-Agg,30001,SCI_COMPARABLE_MAIN,1.2117373462364651,1.115339377603528,1.2515171934983256,main
U-Air,TimeAlign-Agg,30002,SCI_COMPARABLE_MAIN,1.1527875420077456,1.157407407407407,1.2961106743535988,main
U-Air,TimeAlign-Agg,30003,SCI_COMPARABLE_MAIN,1.1605569450706104,1.0809861264020175,1.2365575001370908,main
U-Air,TimeAlign-Agg,30004,SCI_COMPARABLE_MAIN,1.2223987246623145,1.1346710591993605,1.2813830773399506,main
U-Air,TimeAlign-Agg,30005,SCI_COMPARABLE_MAIN,1.0510266114238562,1.11809729430118,1.25658656403517,main
U-Air,TimeAlign-Agg,30006,SCI_COMPARABLE_MAIN,1.2841747485282498,1.195618969490995,1.3265934867247418,main
U-Air,TimeAlign-Agg,30007,SCI_COMPARABLE_MAIN,1.1455532926761858,1.1215154237795741,1.256416891284816,main
U-Air,TimeAlign-Agg,30008,SCI_COMPARABLE_MAIN,1.1453412988736527,1.1355161938989426,1.2245854190732897,main
