dataset,availability_level,window_id,state_before_decision,C_hat,C_LCB,C_t,Gate_t,Design_t,certificate_valid,false_safe,reset_trigger_after_window
sensorscope,0.4,2,WARMUP,0.044407491886589,0.0,0.0357802625182304,0,0,True,False,0
sensorscope,0.4,3,WARMUP,0.0446353792500734,0.0,0.0280019445794846,0,0,True,False,0
sensorscope,0.4,4,WARMUP,0.0445173531823802,0.0,0.042002916869227,0,0,True,False,0
sensorscope,0.4,5,WARMUP,0.044324140849969,0.0,0.0373359261059795,0,0,True,False,0
sensorscope,0.4,6,WARMUP,0.0439209424827193,0.0,0.0277102576567817,0,0,True,False,0
sensorscope,0.4,7,WARMUP,0.0432095804815891,0.0,0.033543996110841,0,0,True,False,0
sensorscope,0.4,8,WARMUP,0.0424238724359505,0.0,0.0262518230432668,0,0,True,False,0
sensorscope,0.4,9,WARMUP,0.0415530576022786,0.0,0.0393777345649003,0,0,True,False,0
sensorscope,0.4,10,WARMUP,0.0407071143664519,0.0,0.0320855614973262,0,0,True,False,0
sensorscope,0.4,11,WARMUP,0.0398773917265121,0.0,0.0320855614973262,0,0,True,False,0
sensorscope,0.4,12,WARMUP,0.0390750233567744,0.0,0.0383359955552468,0,0,True,False,0
sensorscope,0.4,13,WARMUP,0.0384886684142472,0.0,0.0460031946662962,0,0,True,False,0
sensorscope,0.4,14,WARMUP,0.03812850908871,0.0,0.0383359955552468,0,0,True,False,0
sensorscope,0.4,15,WARMUP,0.0378989889548401,0.0,0.0517535939995833,0,0,True,False,0
sensorscope,0.4,16,WARMUP,0.0379450578811786,0.0,0.0364191957774845,0,0,True,False,0
sensorscope,0.4,17,WARMUP,0.0381576211624011,0.0,0.0421695951107715,0,0,True,False,0
sensorscope,0.4,18,WARMUP,0.038559104778664,0.0,0.0466699076324744,0,0,True,False,0
sensorscope,0.4,19,CERTIFIED,0.0392449402419509,0.0226115055713621,0.0396694214876033,0,0,True,False,0
sensorscope,0.4,20,CERTIFIED,0.039995800040502,0.0233623653699132,0.0536703937773456,0,0,True,False,0
sensorscope,0.4,21,CERTIFIED,0.0408998658474436,0.0242664311768548,0.0443364122508507,0,0,True,False,0
sensorscope,0.4,22,CERTIFIED,0.0418028895468897,0.0251694548763009,0.0583373845405931,0,0,True,False,0
sensorscope,0.4,23,CERTIFIED,0.0426939552110876,0.0260605205404988,0.0536703937773456,0,0,True,False,0
sensorscope,0.4,24,CERTIFIED,0.060850020531588,0.0442165858609991,0.0622265435099659,0,0,True,False,0
sensorscope,0.4,25,CERTIFIED,0.0615031154643416,0.0448696807937528,0.0871171609139523,0,0,True,False,0
sensorscope,0.4,26,CERTIFIED,0.0621394930199105,0.0455060583493216,0.0560038891589693,0,0,True,False,0
sensorscope,0.4,27,CERTIFIED,0.062313123703513,0.0456796890329242,0.0653378706854642,0,0,True,False,0
sensorscope,0.4,28,CERTIFIED,0.0622069038334725,0.0455734691628836,0.0746718522119591,0,0,True,False,0
sensorscope,0.4,29,CERTIFIED,0.0620795242153255,0.0454460895447366,0.0591152163344676,0,0,True,False,0
sensorscope,0.4,30,CERTIFIED,0.061590985562431,0.0449575508918422,0.0641711229946524,0,0,True,False,0
sensorscope,0.4,31,CERTIFIED,0.0609120644821473,0.0442786298115584,0.0816723383568303,0,0,True,False,0
sensorscope,0.4,32,CERTIFIED,0.0602745394475955,0.0436411047770066,0.0700048614487117,0,0,True,False,0
sensorscope,0.4,33,CERTIFIED,0.0594409143253029,0.042807479654714,0.067087992221682,0,0,True,False,0
sensorscope,0.4,34,CERTIFIED,0.0584783168599857,0.0418448821893969,0.067087992221682,0,0,True,False,0
sensorscope,0.4,35,CERTIFIED,0.0576092858581681,0.0409758511875792,0.0641711229946524,0,0,True,False,0
sensorscope,0.4,36,CERTIFIED,0.0568264387286697,0.0401930040580809,0.0587818598513785,0,0,True,False,0
sensorscope,0.4,37,CERTIFIED,0.0561544295900741,0.0395209949194852,0.0485589277033127,0,0,True,False,0
sensorscope,0.4,38,CERTIFIED,0.0556239012699169,0.0389904665993281,0.0638933259254115,0,0,True,False,0
sensorscope,0.4,39,CERTIFIED,0.055434103848573,0.0392234190226354,0.0511146607403291,0,0,True,False,0
sensorscope,0.4,40,CERTIFIED,0.0554385117555294,0.0392278269295918,0.0485589277033127,0,0,True,False,0
sensorscope,0.4,41,CERTIFIED,0.0555877975823587,0.0393771127564211,0.0562261268143621,0,0,True,False,0
sensorscope,0.4,42,CERTIFIED,0.0560640151875712,0.0398533303616336,0.0303354399611084,0,0,False,False,1
sensorscope,0.4,43,RESET,0.0572116470426094,0.0,0.0466699076324744,0,0,True,False,0
sensorscope,0.4,44,WARMUP,0.0579322672506511,0.0,0.0443364122508507,0,0,True,False,0
sensorscope,0.4,45,WARMUP,0.0588661704919838,0.0,0.0443364122508507,0,0,True,False,0
sensorscope,0.4,46,WARMUP,0.0597025657257228,0.0,0.042002916869227,0,0,True,False,0
sensorscope,0.4,47,WARMUP,0.0604875563227452,0.0,0.042002916869227,0,0,True,False,0
sensorscope,0.4,48,WARMUP,0.0611681957874422,0.0,0.0902284880894506,0,0,True,False,0
sensorscope,0.4,49,WARMUP,0.0620485816915483,0.0,0.0653378706854642,0,0,True,False,0
sensorscope,0.4,50,WARMUP,0.062553106683845,0.0,0.0653378706854642,0,0,True,False,0
sensorscope,0.4,51,WARMUP,0.0625357639628913,0.0,0.0715605250364608,0,0,True,False,0
sensorscope,0.4,52,WARMUP,0.0624983659068625,0.0,0.0746718522119591,0,0,True,False,0
sensorscope,0.4,53,WARMUP,0.0622624156766811,0.0,0.0435585804569761,0,0,True,False,0
sensorscope,0.4,54,WARMUP,0.0615693809852424,0.0,0.075838599902771,0,0,True,False,0
sensorscope,0.4,55,WARMUP,0.0609252597908313,0.0,0.0525036460865337,0,0,True,False,0
sensorscope,0.4,56,WARMUP,0.0601928049568216,0.0,0.0495867768595041,0,0,True,False,0
sensorscope,0.4,57,WARMUP,0.0591719306175266,0.0,0.0612542537676227,0,0,True,False,0
sensorscope,0.4,58,WARMUP,0.0583779520750152,0.0,0.0525036460865337,0,0,True,False,0
sensorscope,0.4,59,WARMUP,0.0575901026328304,0.0,0.0729217306757413,0,0,True,False,0
sensorscope,0.4,60,WARMUP,0.0569775401237763,0.0,0.0536703937773456,0,0,True,False,0
sensorscope,0.4,61,WARMUP,0.0564355450206208,0.0,0.0485589277033127,0,0,True,False,0
sensorscope,0.2,0,WARMUP,0.0214997136850415,0.0,0.0140009722897423,0,0,True,False,0
sensorscope,0.2,1,WARMUP,0.0220799576446103,0.0,0.0295576081672338,0,0,True,False,0
sensorscope,0.2,2,WARMUP,0.0224065728700741,0.0,0.0124453087019931,0,0,True,False,0
sensorscope,0.2,3,WARMUP,0.0226683474998407,0.0,0.0155566358774914,0,0,True,False,0
sensorscope,0.2,4,WARMUP,0.0226869773390173,0.0,0.0171122994652406,0,0,True,False,0
sensorscope,0.2,5,WARMUP,0.0225723382436856,0.0,0.0155566358774914,0,0,True,False,0
sensorscope,0.2,6,WARMUP,0.0222795968423254,0.0,0.0102090422946037,0,0,True,False,0
sensorscope,0.2,7,WARMUP,0.0218248691770287,0.0,0.0189596499756927,0,0,True,False,0
sensorscope,0.2,8,WARMUP,0.0212471794731054,0.0,0.0131259115216334,0,0,True,False,0
sensorscope,0.2,9,WARMUP,0.020612055252489,0.0,0.0189596499756927,0,0,True,False,0
sensorscope,0.2,10,WARMUP,0.019910025047516,0.0,0.0145843461351482,0,0,True,False,0
